,age,country,country-year,gdp_for_year ($),gdp_per_capita ($),generation,population,salaries,sex,suicides/100k pop,suicides_no,year
3425,15-24 years,Belarus,Belarus2013,75527984234.0,8477.0,Millenials,576270.0,570.0,female,4.34,25.0,2013.0
3426,5-14 years,Belarus,Belarus2013,75527984234.0,8477.0,Generation Z,471922.0,570.0,male,1.06,5.0,2013.0
3427,5-14 years,Belarus,Belarus2013,75527984234.0,8477.0,Generation Z,446842.0,570.0,female,0.22,1.0,2013.0
3428,75+ years,Belarus,Belarus2014,78813839984.0,8849.0,Silent,172445.0,592.0,male,72.49,125.0,2014.0
3429,35-54 years,Belarus,Belarus2014,78813839984.0,8849.0,Generation X,1305009.0,592.0,male,43.83,572.0,2014.0
3430,55-74 years,Belarus,Belarus2014,78813839984.0,8849.0,Boomers,807337.0,592.0,male,42.24,341.0,2014.0
3431,25-34 years,Belarus,Belarus2014,78813839984.0,8849.0,Millenials,768569.0,592.0,male,38.64,297.0,2014.0
3432,15-24 years,Belarus,Belarus2014,78813839984.0,8849.0,Millenials,578690.0,592.0,male,22.12,128.0,2014.0
3433,75+ years,Belarus,Belarus2014,78813839984.0,8849.0,Silent,475110.0,592.0,female,11.16,53.0,2014.0
3434,35-54 years,Belarus,Belarus2014,78813839984.0,8849.0,Generation X,1421531.0,592.0,female,6.54,93.0,2014.0
3435,55-74 years,Belarus,Belarus2014,78813839984.0,8849.0,Boomers,1149649.0,592.0,female,5.91,68.0,2014.0
3436,25-34 years,Belarus,Belarus2014,78813839984.0,8849.0,Millenials,745490.0,592.0,female,5.5,41.0,2014.0
3437,15-24 years,Belarus,Belarus2014,78813839984.0,8849.0,Millenials,546952.0,592.0,female,2.74,15.0,2014.0
3438,5-14 years,Belarus,Belarus2014,78813839984.0,8849.0,Generation Z,455300.0,592.0,female,1.32,6.0,2014.0
3439,5-14 years,Belarus,Belarus2014,78813839984.0,8849.0,Generation Z,480895.0,592.0,male,0.42,2.0,2014.0
3440,75+ years,Belgium,Belgium1985,86730038793.0,9356.0,G.I. Generation,210800.0,,male,101.52,214.0,1985.0
3441,55-74 years,Belgium,Belgium1985,86730038793.0,9356.0,G.I. Generation,876400.0,,male,51.23,449.0,1985.0
3442,35-54 years,Belgium,Belgium1985,86730038793.0,9356.0,Silent,1228000.0,,male,40.15,493.0,1985.0
3443,25-34 years,Belgium,Belgium1985,86730038793.0,9356.0,Boomers,775300.0,,male,31.6,245.0,1985.0
3444,75+ years,Belgium,Belgium1985,86730038793.0,9356.0,G.I. Generation,409900.0,,female,29.03,119.0,1985.0
3445,55-74 years,Belgium,Belgium1985,86730038793.0,9356.0,G.I. Generation,1029700.0,,female,26.8,276.0,1985.0
3446,35-54 years,Belgium,Belgium1985,86730038793.0,9356.0,Silent,1216200.0,,female,20.72,252.0,1985.0
3447,15-24 years,Belgium,Belgium1985,86730038793.0,9356.0,Generation X,775300.0,,male,14.06,109.0,1985.0
3448,25-34 years,Belgium,Belgium1985,86730038793.0,9356.0,Boomers,744000.0,,female,10.48,78.0,1985.0
3449,15-24 years,Belgium,Belgium1985,86730038793.0,9356.0,Generation X,744100.0,,female,4.43,33.0,1985.0
3450,5-14 years,Belgium,Belgium1985,86730038793.0,9356.0,Generation X,644100.0,,male,1.86,12.0,1985.0
3451,5-14 years,Belgium,Belgium1985,86730038793.0,9356.0,Generation X,615800.0,,female,0.16,1.0,1985.0
3452,75+ years,Belgium,Belgium1986,121000000000.0,12992.0,G.I. Generation,215400.0,,male,97.96,211.0,1986.0
3453,55-74 years,Belgium,Belgium1986,121000000000.0,12992.0,G.I. Generation,889900.0,,male,49.89,444.0,1986.0
3454,35-54 years,Belgium,Belgium1986,121000000000.0,12992.0,Silent,1237100.0,,male,38.48,476.0,1986.0
3455,25-34 years,Belgium,Belgium1986,121000000000.0,12992.0,Boomers,786200.0,,male,30.02,236.0,1986.0
3456,55-74 years,Belgium,Belgium1986,121000000000.0,12992.0,G.I. Generation,1039500.0,,female,24.53,255.0,1986.0
3457,75+ years,Belgium,Belgium1986,121000000000.0,12992.0,G.I. Generation,419600.0,,female,21.45,90.0,1986.0
3458,35-54 years,Belgium,Belgium1986,121000000000.0,12992.0,Silent,1221200.0,,female,20.64,252.0,1986.0
3459,15-24 years,Belgium,Belgium1986,121000000000.0,12992.0,Generation X,760500.0,,male,15.52,118.0,1986.0
3460,25-34 years,Belgium,Belgium1986,121000000000.0,12992.0,Boomers,755700.0,,female,10.06,76.0,1986.0
3461,15-24 years,Belgium,Belgium1986,121000000000.0,12992.0,Generation X,729100.0,,female,5.49,40.0,1986.0
3462,5-14 years,Belgium,Belgium1986,121000000000.0,12992.0,Generation X,630300.0,,male,0.48,3.0,1986.0
3463,5-14 years,Belgium,Belgium1986,121000000000.0,12992.0,Generation X,602600.0,,female,0.17,1.0,1986.0
3464,75+ years,Belgium,Belgium1987,150000000000.0,16165.0,G.I. Generation,214800.0,,male,103.35,222.0,1987.0
3465,55-74 years,Belgium,Belgium1987,150000000000.0,16165.0,G.I. Generation,893500.0,,male,48.46,433.0,1987.0
3466,35-54 years,Belgium,Belgium1987,150000000000.0,16165.0,Silent,1239800.0,,male,38.96,483.0,1987.0
3467,25-34 years,Belgium,Belgium1987,150000000000.0,16165.0,Boomers,789200.0,,male,34.59,273.0,1987.0
3468,75+ years,Belgium,Belgium1987,150000000000.0,16165.0,G.I. Generation,422000.0,,female,26.78,113.0,1987.0
3469,55-74 years,Belgium,Belgium1987,150000000000.0,16165.0,G.I. Generation,1040900.0,,female,22.29,232.0,1987.0
3470,35-54 years,Belgium,Belgium1987,150000000000.0,16165.0,Silent,1222000.0,,female,17.59,215.0,1987.0
3471,15-24 years,Belgium,Belgium1987,150000000000.0,16165.0,Generation X,756300.0,,male,16.0,121.0,1987.0
3472,25-34 years,Belgium,Belgium1987,150000000000.0,16165.0,Boomers,759300.0,,female,13.17,100.0,1987.0
3473,15-24 years,Belgium,Belgium1987,150000000000.0,16165.0,Generation X,725700.0,,female,4.82,35.0,1987.0
3474,5-14 years,Belgium,Belgium1987,150000000000.0,16165.0,Generation X,628100.0,,male,1.75,11.0,1987.0
3475,5-14 years,Belgium,Belgium1987,150000000000.0,16165.0,Generation X,599700.0,,female,0.0,0.0,1987.0
3476,75+ years,Belgium,Belgium1988,163000000000.0,17509.0,G.I. Generation,217000.0,,male,83.41,181.0,1988.0
3477,55-74 years,Belgium,Belgium1988,163000000000.0,17509.0,G.I. Generation,901500.0,,male,43.26,390.0,1988.0
3478,35-54 years,Belgium,Belgium1988,163000000000.0,17509.0,Silent,1251300.0,,male,33.8,423.0,1988.0
3479,25-34 years,Belgium,Belgium1988,163000000000.0,17509.0,Boomers,796900.0,,male,29.87,238.0,1988.0
3480,75+ years,Belgium,Belgium1988,163000000000.0,17509.0,G.I. Generation,429200.0,,female,24.23,104.0,1988.0
3481,55-74 years,Belgium,Belgium1988,163000000000.0,17509.0,G.I. Generation,1044800.0,,female,20.2,211.0,1988.0
3482,35-54 years,Belgium,Belgium1988,163000000000.0,17509.0,Silent,1229900.0,,female,17.32,213.0,1988.0
3483,15-24 years,Belgium,Belgium1988,163000000000.0,17509.0,Generation X,745800.0,,male,15.15,113.0,1988.0
3484,25-34 years,Belgium,Belgium1988,163000000000.0,17509.0,Boomers,767800.0,,female,11.2,86.0,1988.0
3485,15-24 years,Belgium,Belgium1988,163000000000.0,17509.0,Generation X,715900.0,,female,3.91,28.0,1988.0
3486,5-14 years,Belgium,Belgium1988,163000000000.0,17509.0,Generation X,624200.0,,male,1.28,8.0,1988.0
3487,5-14 years,Belgium,Belgium1988,163000000000.0,17509.0,Generation X,595000.0,,female,0.17,1.0,1988.0
3488,75+ years,Belgium,Belgium1989,165000000000.0,17659.0,G.I. Generation,220800.0,,male,99.64,220.0,1989.0
3489,55-74 years,Belgium,Belgium1989,165000000000.0,17659.0,G.I. Generation,908400.0,,male,38.64,351.0,1989.0
3490,35-54 years,Belgium,Belgium1989,165000000000.0,17659.0,Silent,1267600.0,,male,33.29,422.0,1989.0
3491,25-34 years,Belgium,Belgium1989,165000000000.0,17659.0,Boomers,805000.0,,male,26.71,215.0,1989.0
3492,75+ years,Belgium,Belgium1989,165000000000.0,17659.0,G.I. Generation,436800.0,,female,20.83,91.0,1989.0
3493,55-74 years,Belgium,Belgium1989,165000000000.0,17659.0,G.I. Generation,1048300.0,,female,19.08,200.0,1989.0
3494,15-24 years,Belgium,Belgium1989,165000000000.0,17659.0,Generation X,730000.0,,male,17.26,126.0,1989.0
3495,35-54 years,Belgium,Belgium1989,165000000000.0,17659.0,Silent,1243700.0,,female,15.28,190.0,1989.0
3496,25-34 years,Belgium,Belgium1989,165000000000.0,17659.0,Boomers,776100.0,,female,9.28,72.0,1989.0
3497,15-24 years,Belgium,Belgium1989,165000000000.0,17659.0,Generation X,700100.0,,female,3.86,27.0,1989.0
3498,5-14 years,Belgium,Belgium1989,165000000000.0,17659.0,Generation X,620700.0,,male,0.64,4.0,1989.0
3499,5-14 years,Belgium,Belgium1989,165000000000.0,17659.0,Generation X,591700.0,,female,0.34,2.0,1989.0
3500,75+ years,Belgium,Belgium1990,206000000000.0,22032.0,G.I. Generation,221900.0,2302.3,male,93.74,208.0,1990.0
3501,55-74 years,Belgium,Belgium1990,206000000000.0,22032.0,G.I. Generation,915100.0,2302.3,male,38.14,349.0,1990.0
3502,35-54 years,Belgium,Belgium1990,206000000000.0,22032.0,Silent,1285200.0,2302.3,male,32.84,422.0,1990.0
3503,25-34 years,Belgium,Belgium1990,206000000000.0,22032.0,Boomers,811000.0,2302.3,male,26.26,213.0,1990.0
3504,75+ years,Belgium,Belgium1990,206000000000.0,22032.0,G.I. Generation,439600.0,2302.3,female,21.61,95.0,1990.0
3505,55-74 years,Belgium,Belgium1990,206000000000.0,22032.0,G.I. Generation,1053000.0,2302.3,female,18.33,193.0,1990.0
3506,15-24 years,Belgium,Belgium1990,206000000000.0,22032.0,Generation X,711900.0,2302.3,male,15.31,109.0,1990.0
3507,35-54 years,Belgium,Belgium1990,206000000000.0,22032.0,Silent,1259200.0,2302.3,female,14.77,186.0,1990.0
3508,25-34 years,Belgium,Belgium1990,206000000000.0,22032.0,Boomers,781400.0,2302.3,female,10.37,81.0,1990.0
3509,15-24 years,Belgium,Belgium1990,206000000000.0,22032.0,Generation X,682800.0,2302.3,female,5.42,37.0,1990.0
3510,5-14 years,Belgium,Belgium1990,206000000000.0,22032.0,Generation X,618600.0,2302.3,male,0.32,2.0,1990.0
3511,5-14 years,Belgium,Belgium1990,206000000000.0,22032.0,Generation X,590000.0,2302.3,female,0.0,0.0,1990.0
3512,75+ years,Belgium,Belgium1991,212000000000.0,22523.0,G.I. Generation,219300.0,2404.6,male,93.48,205.0,1991.0
3513,55-74 years,Belgium,Belgium1991,212000000000.0,22523.0,Silent,925900.0,2404.6,male,33.48,310.0,1991.0
3514,35-54 years,Belgium,Belgium1991,212000000000.0,22523.0,Boomers,1304700.0,2404.6,male,32.5,424.0,1991.0
3515,25-34 years,Belgium,Belgium1991,212000000000.0,22523.0,Boomers,813800.0,2404.6,male,28.88,235.0,1991.0
3516,75+ years,Belgium,Belgium1991,212000000000.0,22523.0,G.I. Generation,436200.0,2404.6,female,17.42,76.0,1991.0
3517,55-74 years,Belgium,Belgium1991,212000000000.0,22523.0,Silent,1063800.0,2404.6,female,16.17,172.0,1991.0
3518,35-54 years,Belgium,Belgium1991,212000000000.0,22523.0,Boomers,1277400.0,2404.6,female,14.4,184.0,1991.0
3519,15-24 years,Belgium,Belgium1991,212000000000.0,22523.0,Generation X,696300.0,2404.6,male,14.36,100.0,1991.0
3520,25-34 years,Belgium,Belgium1991,212000000000.0,22523.0,Boomers,783200.0,2404.6,female,9.07,71.0,1991.0
3521,15-24 years,Belgium,Belgium1991,212000000000.0,22523.0,Generation X,667900.0,2404.6,female,3.44,23.0,1991.0
3522,5-14 years,Belgium,Belgium1991,212000000000.0,22523.0,Millenials,618500.0,2404.6,male,0.65,4.0,1991.0
3523,5-14 years,Belgium,Belgium1991,212000000000.0,22523.0,Millenials,589600.0,2404.6,female,0.17,1.0,1991.0
3524,75+ years,Belgium,Belgium1992,236000000000.0,25036.0,G.I. Generation,213800.0,2647.3,male,83.26,178.0,1992.0
3525,55-74 years,Belgium,Belgium1992,236000000000.0,25036.0,Silent,940200.0,2647.3,male,35.21,331.0,1992.0
3526,35-54 years,Belgium,Belgium1992,236000000000.0,25036.0,Boomers,1325000.0,2647.3,male,33.96,450.0,1992.0
3527,25-34 years,Belgium,Belgium1992,236000000000.0,25036.0,Boomers,813500.0,2647.3,male,28.89,235.0,1992.0
3528,75+ years,Belgium,Belgium1992,236000000000.0,25036.0,G.I. Generation,428600.0,2647.3,female,21.93,94.0,1992.0
3529,55-74 years,Belgium,Belgium1992,236000000000.0,25036.0,Silent,1079300.0,2647.3,female,18.72,202.0,1992.0
3530,15-24 years,Belgium,Belgium1992,236000000000.0,25036.0,Generation X,683800.0,2647.3,male,16.67,114.0,1992.0
3531,35-54 years,Belgium,Belgium1992,236000000000.0,25036.0,Boomers,1296200.0,2647.3,female,13.19,171.0,1992.0
3532,25-34 years,Belgium,Belgium1992,236000000000.0,25036.0,Boomers,782500.0,2647.3,female,8.82,69.0,1992.0
3533,15-24 years,Belgium,Belgium1992,236000000000.0,25036.0,Generation X,656700.0,2647.3,female,4.42,29.0,1992.0
3534,5-14 years,Belgium,Belgium1992,236000000000.0,25036.0,Millenials,619100.0,2647.3,male,0.81,5.0,1992.0
3535,5-14 years,Belgium,Belgium1992,236000000000.0,25036.0,Millenials,589400.0,2647.3,female,0.0,0.0,1992.0
3536,75+ years,Belgium,Belgium1993,226000000000.0,23875.0,G.I. Generation,206300.0,2500.4,male,95.01,196.0,1993.0
3537,35-54 years,Belgium,Belgium1993,226000000000.0,23875.0,Boomers,1346000.0,2500.4,male,42.57,573.0,1993.0
3538,55-74 years,Belgium,Belgium1993,226000000000.0,23875.0,Silent,956900.0,2500.4,male,38.14,365.0,1993.0
3539,25-34 years,Belgium,Belgium1993,226000000000.0,23875.0,Boomers,810400.0,2500.4,male,34.06,276.0,1993.0
3540,75+ years,Belgium,Belgium1993,226000000000.0,23875.0,G.I. Generation,419100.0,2500.4,female,22.43,94.0,1993.0
3541,15-24 years,Belgium,Belgium1993,226000000000.0,23875.0,Generation X,674100.0,2500.4,male,20.47,138.0,1993.0
3542,55-74 years,Belgium,Belgium1993,226000000000.0,23875.0,Silent,1097600.0,2500.4,female,17.49,192.0,1993.0
3543,35-54 years,Belgium,Belgium1993,226000000000.0,23875.0,Boomers,1315100.0,2500.4,female,14.9,196.0,1993.0
3544,25-34 years,Belgium,Belgium1993,226000000000.0,23875.0,Boomers,779500.0,2500.4,female,9.49,74.0,1993.0
3545,15-24 years,Belgium,Belgium1993,226000000000.0,23875.0,Generation X,648400.0,2500.4,female,5.09,33.0,1993.0
3546,5-14 years,Belgium,Belgium1993,226000000000.0,23875.0,Millenials,619900.0,2500.4,male,0.65,4.0,1993.0
3547,5-14 years,Belgium,Belgium1993,226000000000.0,23875.0,Millenials,589600.0,2500.4,female,0.17,1.0,1993.0
3548,75+ years,Belgium,Belgium1994,246000000000.0,25922.0,G.I. Generation,204800.0,2647.7,male,97.66,200.0,1994.0
3549,35-54 years,Belgium,Belgium1994,246000000000.0,25922.0,Boomers,1367300.0,2647.7,male,39.35,538.0,1994.0
3550,55-74 years,Belgium,Belgium1994,246000000000.0,25922.0,Silent,968900.0,2647.7,male,39.01,378.0,1994.0
3551,25-34 years,Belgium,Belgium1994,246000000000.0,25922.0,Boomers,804200.0,2647.7,male,33.08,266.0,1994.0
3552,15-24 years,Belgium,Belgium1994,246000000000.0,25922.0,Generation X,665700.0,2647.7,male,22.68,151.0,1994.0
3553,75+ years,Belgium,Belgium1994,246000000000.0,25922.0,G.I. Generation,414900.0,2647.7,female,19.76,82.0,1994.0
3554,55-74 years,Belgium,Belgium1994,246000000000.0,25922.0,Silent,1110600.0,2647.7,female,16.66,185.0,1994.0
3555,35-54 years,Belgium,Belgium1994,246000000000.0,25922.0,Boomers,1334900.0,2647.7,female,15.96,213.0,1994.0
3556,25-34 years,Belgium,Belgium1994,246000000000.0,25922.0,Boomers,774100.0,2647.7,female,10.72,83.0,1994.0
3557,15-24 years,Belgium,Belgium1994,246000000000.0,25922.0,Generation X,641000.0,2647.7,female,3.74,24.0,1994.0
3558,5-14 years,Belgium,Belgium1994,246000000000.0,25922.0,Millenials,620600.0,2647.7,male,1.61,10.0,1994.0
3559,5-14 years,Belgium,Belgium1994,246000000000.0,25922.0,Millenials,590400.0,2647.7,female,0.17,1.0,1994.0
3560,75+ years,Belgium,Belgium1995,290000000000.0,30394.0,G.I. Generation,211300.0,2946.5,male,79.98,169.0,1995.0
3561,35-54 years,Belgium,Belgium1995,290000000000.0,30394.0,Boomers,1390200.0,2946.5,male,42.66,593.0,1995.0
3562,55-74 years,Belgium,Belgium1995,290000000000.0,30394.0,Silent,969500.0,2946.5,male,40.43,392.0,1995.0
3563,25-34 years,Belgium,Belgium1995,290000000000.0,30394.0,Generation X,795600.0,2946.5,male,30.67,244.0,1995.0
3564,15-24 years,Belgium,Belgium1995,290000000000.0,30394.0,Generation X,657100.0,2946.5,male,21.61,142.0,1995.0
3565,75+ years,Belgium,Belgium1995,290000000000.0,30394.0,G.I. Generation,422900.0,2946.5,female,19.86,84.0,1995.0
3566,55-74 years,Belgium,Belgium1995,290000000000.0,30394.0,Silent,1108700.0,2946.5,female,16.69,185.0,1995.0
3567,35-54 years,Belgium,Belgium1995,290000000000.0,30394.0,Boomers,1357900.0,2946.5,female,16.35,222.0,1995.0
3568,25-34 years,Belgium,Belgium1995,290000000000.0,30394.0,Generation X,767500.0,2946.5,female,9.38,72.0,1995.0
3569,15-24 years,Belgium,Belgium1995,290000000000.0,30394.0,Generation X,634100.0,2946.5,female,6.15,39.0,1995.0
3570,5-14 years,Belgium,Belgium1995,290000000000.0,30394.0,Millenials,621100.0,2946.5,male,1.61,10.0,1995.0
3571,5-14 years,Belgium,Belgium1995,290000000000.0,30394.0,Millenials,591200.0,2946.5,female,0.51,3.0,1995.0
3572,75+ years,Belgium,Belgium1996,281000000000.0,29438.0,G.I. Generation,221792.0,2908.9,male,78.0,173.0,1996.0
3573,35-54 years,Belgium,Belgium1996,281000000000.0,29438.0,Boomers,1417838.0,2908.9,male,38.86,551.0,1996.0
3574,55-74 years,Belgium,Belgium1996,281000000000.0,29438.0,Silent,961063.0,2908.9,male,36.63,352.0,1996.0
3575,25-34 years,Belgium,Belgium1996,281000000000.0,29438.0,Generation X,786754.0,2908.9,male,30.38,239.0,1996.0
3576,15-24 years,Belgium,Belgium1996,281000000000.0,29438.0,Generation X,649022.0,2908.9,male,21.57,140.0,1996.0
3577,75+ years,Belgium,Belgium1996,281000000000.0,29438.0,G.I. Generation,436450.0,2908.9,female,15.58,68.0,1996.0
3578,35-54 years,Belgium,Belgium1996,281000000000.0,29438.0,Boomers,1386275.0,2908.9,female,15.51,215.0,1996.0
3579,55-74 years,Belgium,Belgium1996,281000000000.0,29438.0,Silent,1095398.0,2908.9,female,14.33,157.0,1996.0
3580,25-34 years,Belgium,Belgium1996,281000000000.0,29438.0,Generation X,760530.0,2908.9,female,10.12,77.0,1996.0
3581,15-24 years,Belgium,Belgium1996,281000000000.0,29438.0,Generation X,627412.0,2908.9,female,5.74,36.0,1996.0
3582,5-14 years,Belgium,Belgium1996,281000000000.0,29438.0,Millenials,622534.0,2908.9,male,0.48,3.0,1996.0
3583,5-14 years,Belgium,Belgium1996,281000000000.0,29438.0,Millenials,592477.0,2908.9,female,0.34,2.0,1996.0
3584,75+ years,Belgium,Belgium1997,255000000000.0,26609.0,G.I. Generation,226961.0,2674.4,male,86.8,197.0,1997.0
3585,35-54 years,Belgium,Belgium1997,255000000000.0,26609.0,Boomers,1433650.0,2674.4,male,42.41,608.0,1997.0
3586,55-74 years,Belgium,Belgium1997,255000000000.0,26609.0,Silent,955659.0,2674.4,male,35.89,343.0,1997.0
3587,25-34 years,Belgium,Belgium1997,255000000000.0,26609.0,Generation X,782814.0,2674.4,male,34.87,273.0,1997.0
3588,15-24 years,Belgium,Belgium1997,255000000000.0,26609.0,Generation X,645571.0,2674.4,male,19.21,124.0,1997.0
3589,35-54 years,Belgium,Belgium1997,255000000000.0,26609.0,Boomers,1402471.0,2674.4,female,16.97,238.0,1997.0
3590,55-74 years,Belgium,Belgium1997,255000000000.0,26609.0,Silent,1087545.0,2674.4,female,15.91,173.0,1997.0
3591,75+ years,Belgium,Belgium1997,255000000000.0,26609.0,G.I. Generation,443094.0,2674.4,female,15.57,69.0,1997.0
3592,25-34 years,Belgium,Belgium1997,255000000000.0,26609.0,Generation X,757131.0,2674.4,female,10.7,81.0,1997.0
3593,15-24 years,Belgium,Belgium1997,255000000000.0,26609.0,Generation X,624118.0,2674.4,female,5.45,34.0,1997.0
3594,5-14 years,Belgium,Belgium1997,255000000000.0,26609.0,Millenials,623586.0,2674.4,male,0.96,6.0,1997.0
3595,5-14 years,Belgium,Belgium1997,255000000000.0,26609.0,Millenials,593623.0,2674.4,female,0.0,0.0,1997.0
3596,75+ years,Belgium,Belgium1998,261000000000.0,27087.0,G.I. Generation,241792.0,2671.1,male,76.51,185.0,1998.0
3597,35-54 years,Belgium,Belgium1998,261000000000.0,27087.0,Boomers,1471297.0,2671.1,male,38.81,571.0,1998.0
3598,55-74 years,Belgium,Belgium1998,261000000000.0,27087.0,Silent,949378.0,2671.1,male,34.65,329.0,1998.0
3599,25-34 years,Belgium,Belgium1998,261000000000.0,27087.0,Generation X,764850.0,2671.1,male,30.86,236.0,1998.0
3600,15-24 years,Belgium,Belgium1998,261000000000.0,27087.0,Generation X,636467.0,2671.1,male,21.37,136.0,1998.0
3601,75+ years,Belgium,Belgium1998,261000000000.0,27087.0,G.I. Generation,461159.0,2671.1,female,18.65,86.0,1998.0
3602,35-54 years,Belgium,Belgium1998,261000000000.0,27087.0,Boomers,1440638.0,2671.1,female,15.83,228.0,1998.0
3603,55-74 years,Belgium,Belgium1998,261000000000.0,27087.0,Silent,1073492.0,2671.1,female,14.35,154.0,1998.0
3604,25-34 years,Belgium,Belgium1998,261000000000.0,27087.0,Generation X,741822.0,2671.1,female,7.55,56.0,1998.0
3605,15-24 years,Belgium,Belgium1998,261000000000.0,27087.0,Generation X,615839.0,2671.1,female,5.03,31.0,1998.0
3606,5-14 years,Belgium,Belgium1998,261000000000.0,27087.0,Millenials,626794.0,2671.1,male,0.8,5.0,1998.0
3607,5-14 years,Belgium,Belgium1998,261000000000.0,27087.0,Millenials,597469.0,2671.1,female,0.33,2.0,1998.0
3608,75+ years,Belgium,Belgium1999,260000000000.0,26969.0,G.I. Generation,251980.0,2691.7,male,58.73,148.0,1999.0
3609,35-54 years,Belgium,Belgium1999,260000000000.0,26969.0,Boomers,1492493.0,2691.7,male,37.39,558.0,1999.0
3610,55-74 years,Belgium,Belgium1999,260000000000.0,26969.0,Silent,950152.0,2691.7,male,34.63,329.0,1999.0
3611,25-34 years,Belgium,Belgium1999,260000000000.0,26969.0,Generation X,748800.0,2691.7,male,27.24,204.0,1999.0
3612,15-24 years,Belgium,Belgium1999,260000000000.0,26969.0,Generation X,632892.0,2691.7,male,17.85,113.0,1999.0
3613,55-74 years,Belgium,Belgium1999,260000000000.0,26969.0,Silent,1069485.0,2691.7,female,13.56,145.0,1999.0
3614,35-54 years,Belgium,Belgium1999,260000000000.0,26969.0,Boomers,1462303.0,2691.7,female,13.54,198.0,1999.0
3615,75+ years,Belgium,Belgium1999,260000000000.0,26969.0,G.I. Generation,473110.0,2691.7,female,13.1,62.0,1999.0
3616,25-34 years,Belgium,Belgium1999,260000000000.0,26969.0,Generation X,727178.0,2691.7,female,8.66,63.0,1999.0
3617,15-24 years,Belgium,Belgium1999,260000000000.0,26969.0,Generation X,613014.0,2691.7,female,4.24,26.0,1999.0
